Date,Initial Claims,First Payments,Weeks Claimed,Weeks Compensated,Avg. Wkly Benefit,Benefits Paid,Final Payments
07/31/2017,58913.00,32746.00,613191.00,428844.00,348.50,142656968.00,7692.00
08/31/2017,54652.00,25228.00,506614.00,526387.00,346.20,173807572.00,9308.00
09/30/2017,46009.00,17457.00,399019.00,342476.00,377.08,121832586.00,6910.00
10/31/2017,54547.00,19266.00,451831.00,314352.00,385.99,114419501.00,7257.00
11/30/2017,77050.00,25711.00,408317.00,407235.00,385.50,148099600.00,8390.00
12/31/2017,95741.00,30527.00,577247.00,405582.00,389.59,149856571.00,7266.00
01/31/2018,107002.00,57670.00,659265.00,610861.00,387.71,226202757.00,9204.00
02/28/2018,58974.00,31144.00,592100.00,514454.00,391.99,191646691.00,6930.00
03/31/2018,61856.00,22017.00,551712.00,489399.00,388.24,180276372.00,6757.00
04/30/2018,54167.00,19214.00,557387.00,404287.00,385.73,147172122.00,6898.00
05/31/2018,53811.00,21281.00,387415.00,394535.00,385.66,143926136.00,8369.00
06/30/2018,70845.00,25818.00,400745.00,333518.00,369.74,117405159.00,6280.00
07/31/2018,58314.00,31827.00,572271.00,390281.00,347.58,129924779.00,6902.00
08/31/2018,50518.00,23150.00,467408.00,486934.00,344.78,160635279.00,8400.00
09/30/2018,40317.00,15882.00,413631.00,303545.00,379.49,108818386.00,6234.00
10/31/2018,47473.00,18433.00,350911.00,328849.00,387.44,120899405.00,7743.00
11/30/2018,74075.00,20136.00,360898.00,298692.00,389.51,110237497.00,6109.00
12/31/2018,86634.00,28886.00,544299.00,367651.00,395.07,137412099.00,6166.00
01/31/2019,89989.00,51740.00,567393.00,546115.00,394.90,205387487.00,8464.00
02/28/2019,60681.00,32227.00,556322.00,478544.00,403.71,183350237.00,6061.00
03/31/2019,54167.00,22662.00,604339.00,463889.00,403.30,177626381.00,6312.00
04/30/2019,52164.00,18342.00,418710.00,354306.00,402.17,135434449.00,6071.00
05/31/2019,49317.00,21973.00,369620.00,374232.00,401.93,143043327.00,7489.00
06/30/2019,72352.00,25144.00,466731.00,324908.00,386.03,119547198.00,5814.00
07/31/2019,55463.00,33761.00,487025.00,462389.00,359.63,159648969.00,7602.00
08/31/2019,47884.00,20454.00,452928.00,393476.00,359.06,135485606.00,6497.00
09/30/2019,42636.00,17923.00,430408.00,304972.00,396.94,115242585.00,6141.00
10/31/2019,51520.00,20759.00,350004.00,340405.00,409.17,133235711.00,7658.00
11/30/2019,62896.00,18578.00,363189.00,287293.00,409.59,112676968.00,5763.00
12/31/2019,105960.00,32478.00,581646.00,387136.00,411.04,151224667.00,6384.00
01/31/2020,85069.00,55085.00,594580.00,589092.00,405.77,227247119.00,8036.00
